date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:41:26	15828/15828	---M--	200	added ('OK')	image/jpeg	etag:%2266d43fd9-3dd4%22	https://themewagon.github.io/Plumberz/img/team-1.jpg	E:/React/plumbing/themewagon.github.io/Plumberz/img/team-1.jpg	(from https://themewagon.github.io/Plumberz/)
12:41:26	11845/11845	---M--	200	added ('OK')	image/jpeg	etag:%2266d43fd9-2e45%22	https://themewagon.github.io/Plumberz/img/team-2.jpg	E:/React/plumbing/themewagon.github.io/Plumberz/img/team-2.jpg	(from https://themewagon.github.io/Plumberz/)
12:41:27	24107/24107	---M--	200	added ('OK')	image/jpeg	etag:%2266d43fd9-5e2b%22	https://themewagon.github.io/Plumberz/img/team-3.jpg	E:/React/plumbing/themewagon.github.io/Plumberz/img/team-3.jpg	(from https://themewagon.github.io/Plumberz/)
12:41:27	25676/25676	---M--	200	added ('OK')	image/jpeg	etag:%2266d43fd9-644c%22	https://themewagon.github.io/Plumberz/img/team-4.jpg	E:/React/plumbing/themewagon.github.io/Plumberz/img/team-4.jpg	(from https://themewagon.github.io/Plumberz/)
12:41:27	3451/3451	---M--	200	added ('OK')	image/jpeg	etag:%2266d43fd9-d7b%22	https://themewagon.github.io/Plumberz/img/testimonial-1.jpg	E:/React/plumbing/themewagon.github.io/Plumberz/img/testimonial-1.jpg	(from https://themewagon.github.io/Plumberz/)
12:41:27	3517/3517	---M--	200	added ('OK')	image/jpeg	etag:%2266d43fd9-dbd%22	https://themewagon.github.io/Plumberz/img/testimonial-2.jpg	E:/React/plumbing/themewagon.github.io/Plumberz/img/testimonial-2.jpg	(from https://themewagon.github.io/Plumberz/)
12:41:27	3066/3066	---M--	200	added ('OK')	image/jpeg	etag:%2266d43fd9-bfa%22	https://themewagon.github.io/Plumberz/img/testimonial-3.jpg	E:/React/plumbing/themewagon.github.io/Plumberz/img/testimonial-3.jpg	(from https://themewagon.github.io/Plumberz/)
12:41:28	3268/3268	---M--	200	added ('OK')	image/jpeg	etag:%2266d43fd9-cc4%22	https://themewagon.github.io/Plumberz/img/testimonial-4.jpg	E:/React/plumbing/themewagon.github.io/Plumberz/img/testimonial-4.jpg	(from https://themewagon.github.io/Plumberz/)
12:41:28	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	E:/React/plumbing/code.jquery.com/jquery-3.4.1.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:29	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	E:/React/plumbing/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:29	8159/8159	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266d43fd9-1fdf%22	https://themewagon.github.io/Plumberz/lib/wow/wow.min.js	E:/React/plumbing/themewagon.github.io/Plumberz/lib/wow/wow.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:29	2303/2303	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266d43fd9-8ff%22	https://themewagon.github.io/Plumberz/lib/easing/easing.min.js	E:/React/plumbing/themewagon.github.io/Plumberz/lib/easing/easing.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:29	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266d43fd9-2344%22	https://themewagon.github.io/Plumberz/lib/waypoints/waypoints.min.js	E:/React/plumbing/themewagon.github.io/Plumberz/lib/waypoints/waypoints.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:30	2406/2406	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266d43fd9-966%22	https://themewagon.github.io/Plumberz/lib/counterup/counterup.min.js	E:/React/plumbing/themewagon.github.io/Plumberz/lib/counterup/counterup.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:30	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266d43fd9-a70e%22	https://themewagon.github.io/Plumberz/lib/owlcarousel/owl.carousel.min.js	E:/React/plumbing/themewagon.github.io/Plumberz/lib/owlcarousel/owl.carousel.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:30	32832/32832	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266d43fd9-8040%22	https://themewagon.github.io/Plumberz/lib/tempusdominus/js/moment-timezone.min.js	E:/React/plumbing/themewagon.github.io/Plumberz/lib/tempusdominus/js/moment-timezone.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:31	56879/56879	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266d43fd9-de2f%22	https://themewagon.github.io/Plumberz/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	E:/React/plumbing/themewagon.github.io/Plumberz/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:32	326657/326657	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266d43fd9-4fc01%22	https://themewagon.github.io/Plumberz/lib/tempusdominus/js/moment.min.js	E:/React/plumbing/themewagon.github.io/Plumberz/lib/tempusdominus/js/moment.min.js	(from https://themewagon.github.io/Plumberz/)
12:41:33	4321/4321	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266d43fd9-10e1%22	https://themewagon.github.io/Plumberz/js/main.js	E:/React/plumbing/themewagon.github.io/Plumberz/js/main.js	(from https://themewagon.github.io/Plumberz/)
12:41:33	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	E:/React/plumbing/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
12:41:33	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	E:/React/plumbing/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
12:41:34	4976/4976	---M--	200	added ('OK')	image/png	etag:%2266d43fd9-1370%22	https://themewagon.github.io/Plumberz/lib/owlcarousel/assets/owl.video.play.png	E:/React/plumbing/themewagon.github.io/Plumberz/lib/owlcarousel/assets/owl.video.play.png	(from https://themewagon.github.io/Plumberz/lib/owlcarousel/assets/owl.carousel.min.css)
12:41:36	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
12:41:36	29305/29305	---M--	200	added ('OK')	image/jpeg	etag:%2266d43fd9-7279%22	https://themewagon.github.io/Plumberz/img/bg.jpg	E:/React/plumbing/themewagon.github.io/Plumberz/img/bg.jpg	(from https://themewagon.github.io/Plumberz/css/style.css)
